1958, 1, 4.44
1958, 2, 4.59
1958, 3, 4.62
1958, 4, 4.70
1958, 5, 4.78
1958, 6, 4.58
1958, 7, 4.22
1958, 8, 4.45
1958, 9, 4.56
1958,10, 4.39
1958,11, 4.53
1958,12, 4.80
1959, 1, 4.91
1959, 2, 4.69
1959, 3, 4.57
1959, 4, 4.38
1959, 5, 4.45
1959, 6, 4.66
1959, 7, 4.67
1959, 8, 4.64
1959, 9, 4.93
1959,10, 4.87
1959,11, 4.55
1959,12, 4.51
1960, 1, 4.38
1960, 2, 4.46
1960, 3, 4.53
1960, 4, 4.51
1960, 5, 4.58
1960, 6, 4.59
1960, 7, 4.23
1960, 8, 3.99
1960, 9, 4.11
1960,10, 4.10
1960,11, 4.04
1960,12, 4.22
1961, 1, 4.26
1961, 2, 4.36
1961, 3, 4.09
1961, 4, 3.86
1961, 5, 3.75
1961, 6, 3.91
1961, 7, 3.97
1961, 8, 4.03
1961, 9, 4.31
1961,10, 4.36
1961,11, 4.15
1961,12, 3.93
1962, 1, 3.96
1962, 2, 3.96
1962, 3, 4.01
1962, 4, 4.00
1962, 5, 4.18
1962, 6, 4.41
1962, 7, 4.26
1962, 8, 3.84
1962, 9, 3.69
1962,10, 3.72
1962,11, 3.68
1962,12, 3.75
1963, 1, 3.91
1963, 2, 4.11
1963, 3, 4.31
1963, 4, 3.86
1963, 5, 3.65
1963, 6, 3.65
1963, 7, 3.58
1963, 8, 3.57
1963, 9, 3.80
1963,10, 3.84
1963,11, 4.21
1963,12, 4.21
1964, 1, 3.90
1964, 2, 3.97
1964, 3, 3.96
1964, 4, 4.02
1964, 5, 4.24
1964, 6, 4.39
1964, 7, 4.56
1964, 8, 4.69
1964, 9, 4.22
1964,10, 3.91
1964,11, 4.18
1964,12, 4.20
1965, 1, 3.98
1965, 2, 4.17
1965, 3, 4.41
1965, 4, 4.53
1965, 5, 4.33
1965, 6, 4.09
1965, 7, 4.18
1965, 8, 4.25
1965, 9, 4.18
1965,10, 4.32
1965,11, 4.62
1965,12, 4.79
1966, 1, 4.64
1966, 2, 4.47
1966, 3, 4.41
1966, 4, 4.40
1966, 5, 4.47
1966, 6, 4.58
1966, 7, 4.69
1966, 8, 4.91
1966, 9, 4.93
1966,10, 4.52
1966,11, 4.52
1966,12, 4.57
1967, 1, 4.51
1967, 2, 4.57
1967, 3, 4.79
1967, 4, 4.96
1967, 5, 4.80
1967, 6, 4.45
1967, 7, 4.14
1967, 8, 4.30
1967, 9, 4.25
1967,10, 4.26
1967,11, 4.41
1967,12, 4.67
1968, 1, 4.93
1968, 2, 4.58
